schemaVersion,recordType,entityName,employeeCount,source_name,source_url,collectedAt
1.0,STARTUP,Tara AI,13.0,ycombinator.com,https://www.ycombinator.com/companies/tara-ai,2026-09-15T09:53:24.530183Z
1.0,STARTUP,Replika,28.0,ycombinator.com,https://www.ycombinator.com/companies/replika,2026-09-15T09:53:24.530188Z
1.0,STARTUP,Mashgin,150.0,ycombinator.com,https://www.ycombinator.com/companies/mashgin,2026-09-15T09:53:24.530194Z
1.0,STARTUP,ROSS Intelligence,30.0,ycombinator.com,https://www.ycombinator.com/companies/ross-intelligence,2026-09-15T09:53:24.530200Z
1.0,STARTUP,SnapMagic,23.0,ycombinator.com,https://www.ycombinator.com/companies/snapmagic,2026-09-15T09:53:24.530205Z
1.0,STARTUP,Microhealth,25.0,ycombinator.com,https://www.ycombinator.com/companies/microhealth,2026-09-15T09:53:24.530211Z
1.0,STARTUP,Fountain,200.0,ycombinator.com,https://www.ycombinator.com/companies/fountain,2026-09-15T09:53:24.530219Z
1.0,STARTUP,Reduced Energy Microsystems,2.0,ycombinator.com,https://www.ycombinator.com/companies/reduced-energy-microsystems,2026-09-15T09:53:24.530225Z
1.0,STARTUP,Deepgram,115.0,ycombinator.com,https://www.ycombinator.com/companies/deepgram,2026-09-15T09:53:24.530231Z
1.0,STARTUP,iSono Health,9.0,ycombinator.com,https://www.ycombinator.com/companies/isono-health,2026-09-15T09:53:24.530238Z
1.0,STARTUP,Daily,126.0,ycombinator.com,https://www.ycombinator.com/companies/daily,2026-09-15T09:53:24.530244Z
1.0,STARTUP,Algoriz,4.0,ycombinator.com,https://www.ycombinator.com/companies/algoriz,2026-09-15T09:53:24.530249Z
1.0,STARTUP,Pulpix,15.0,ycombinator.com,https://www.ycombinator.com/companies/pulpix,2026-09-15T09:53:24.530255Z
1.0,STARTUP,Netomi,3.0,ycombinator.com,https://www.ycombinator.com/companies/netomi,2026-09-15T09:53:24.530263Z
1.0,STARTUP,Superside,850.0,ycombinator.com,https://www.ycombinator.com/companies/superside,2026-09-15T09:53:24.530272Z
1.0,STARTUP,Podium,1000.0,ycombinator.com,https://www.ycombinator.com/companies/podium,2026-09-15T09:53:24.530279Z
1.0,STARTUP,Gecko Robotics,230.0,ycombinator.com,https://www.ycombinator.com/companies/gecko-robotics,2026-09-15T09:53:24.530284Z
1.0,STARTUP,HistoWiz,2.0,ycombinator.com,https://www.ycombinator.com/companies/histowiz,2026-09-15T09:53:24.530289Z
1.0,STARTUP,Caper,15.0,ycombinator.com,https://www.ycombinator.com/companies/caper,2026-09-15T09:53:24.530296Z
1.0,STARTUP,Sendbird,300.0,ycombinator.com,https://www.ycombinator.com/companies/sendbird,2026-09-15T09:53:24.530301Z
1.0,STARTUP,Nova,11.0,ycombinator.com,https://www.ycombinator.com/companies/nova,2026-09-15T09:53:24.530307Z
1.0,STARTUP,Qvin,30.0,ycombinator.com,https://www.ycombinator.com/companies/qvin,2026-09-15T09:53:24.530316Z
1.0,STARTUP,Farmstead,10.0,ycombinator.com,https://www.ycombinator.com/companies/farmstead,2026-09-15T09:53:24.530321Z
1.0,STARTUP,Sway Finance,2.0,ycombinator.com,https://www.ycombinator.com/companies/sway-finance,2026-09-15T09:53:24.530327Z
1.0,STARTUP,Iris Automation,,ycombinator.com,https://www.ycombinator.com/companies/iris-automation,2026-09-15T09:53:24.530333Z
1.0,STARTUP,OneChronos,75.0,ycombinator.com,https://www.ycombinator.com/companies/onechronos,2026-09-15T09:53:24.530341Z
1.0,STARTUP,garten,201.0,ycombinator.com,https://www.ycombinator.com/companies/garten,2026-09-15T09:53:24.530347Z
1.0,STARTUP,Airo Health,2.0,ycombinator.com,https://www.ycombinator.com/companies/airo-health,2026-09-15T09:53:24.530352Z
1.0,STARTUP,Synvivia,4.0,ycombinator.com,https://www.ycombinator.com/companies/synvivia,2026-09-15T09:53:24.530361Z
1.0,STARTUP,Seerslab,39.0,ycombinator.com,https://www.ycombinator.com/companies/seerslab,2026-09-15T09:53:24.530372Z
1.0,STARTUP,Miso,300.0,ycombinator.com,https://www.ycombinator.com/companies/miso,2026-09-15T09:53:24.530377Z
1.0,STARTUP,Athelas,1000.0,ycombinator.com,https://www.ycombinator.com/companies/athelas,2026-09-15T09:53:24.530383Z
1.0,STARTUP,Saleswhale,23.0,ycombinator.com,https://www.ycombinator.com/companies/saleswhale,2026-09-15T09:53:24.530389Z
1.0,STARTUP,Scale AI,500.0,ycombinator.com,https://www.ycombinator.com/companies/scale-ai,2026-09-15T09:53:24.530397Z
1.0,STARTUP,People.ai,300.0,ycombinator.com,https://www.ycombinator.com/companies/people-ai,2026-09-15T09:53:24.530403Z
1.0,STARTUP,Voiceops,10.0,ycombinator.com,https://www.ycombinator.com/companies/voiceops,2026-09-15T09:53:24.530409Z
1.0,STARTUP,Speak,40.0,ycombinator.com,https://www.ycombinator.com/companies/speak,2026-09-15T09:53:24.530414Z
1.0,STARTUP,Scribe,15.0,ycombinator.com,https://www.ycombinator.com/companies/scribe,2026-09-15T09:53:24.530423Z
1.0,STARTUP,Pit.AI,2.0,ycombinator.com,https://www.ycombinator.com/companies/pit-ai,2026-09-15T09:53:24.530429Z
1.0,STARTUP,MDalgorithms Inc.,40.0,ycombinator.com,https://www.ycombinator.com/companies/mdalgorithms-inc,2026-09-15T09:53:24.530435Z
1.0,STARTUP,Entry,7.0,ycombinator.com,https://www.ycombinator.com/companies/entry,2026-09-15T09:53:24.530441Z
1.0,STARTUP,RankScience,16.0,ycombinator.com,https://www.ycombinator.com/companies/rankscience,2026-09-15T09:53:24.530446Z
1.0,STARTUP,Ambient.ai,150.0,ycombinator.com,https://www.ycombinator.com/companies/ambient-ai,2026-09-15T09:53:24.530451Z
1.0,STARTUP,Penny,2.0,ycombinator.com,https://www.ycombinator.com/companies/penny,2026-09-15T09:53:24.530457Z
1.0,STARTUP,"Veryfi, Inc.",70.0,ycombinator.com,https://www.ycombinator.com/companies/veryfi-inc,2026-09-15T09:53:24.530467Z
1.0,STARTUP,AlemHealth,25.0,ycombinator.com,https://www.ycombinator.com/companies/alemhealth,2026-09-15T09:53:24.530479Z
1.0,STARTUP,Tetra,2.0,ycombinator.com,https://www.ycombinator.com/companies/tetra,2026-09-15T09:53:24.530485Z
1.0,STARTUP,FloydHub,4.0,ycombinator.com,https://www.ycombinator.com/companies/floydhub,2026-09-15T09:53:24.530491Z
1.0,STARTUP,BIOS Health,45.0,ycombinator.com,https://www.ycombinator.com/companies/bios-health,2026-09-15T09:53:24.530497Z
1.0,STARTUP,NanoNets,102.0,ycombinator.com,https://www.ycombinator.com/companies/nanonets,2026-09-15T09:53:24.530503Z
1.0,STARTUP,Bicycle AI,11.0,ycombinator.com,https://www.ycombinator.com/companies/bicycle-ai,2026-09-15T09:53:24.530509Z
1.0,STARTUP,Ridecell,88.0,ycombinator.com,https://www.ycombinator.com/companies/ridecell,2026-09-15T09:53:24.530515Z
1.0,STARTUP,Helix Nanotechnologies,22.0,ycombinator.com,https://www.ycombinator.com/companies/helix-nanotechnologies,2026-09-15T09:53:24.530521Z
1.0,STARTUP,ScopeAI,4.0,ycombinator.com,https://www.ycombinator.com/companies/scopeai,2026-09-15T09:53:24.530529Z
1.0,STARTUP,Skyways,33.0,ycombinator.com,https://www.ycombinator.com/companies/skyways,2026-09-15T09:53:24.530535Z
1.0,STARTUP,VergeSense,70.0,ycombinator.com,https://www.ycombinator.com/companies/vergesense,2026-09-15T09:53:24.530541Z
1.0,STARTUP,Standard AI,150.0,ycombinator.com,https://www.ycombinator.com/companies/standard-ai,2026-09-15T09:53:24.530546Z
1.0,STARTUP,Darmiyan,8.0,ycombinator.com,https://www.ycombinator.com/companies/darmiyan,2026-09-15T09:53:24.530552Z
1.0,STARTUP,Mystro,6.0,ycombinator.com,https://www.ycombinator.com/companies/mystro,2026-09-15T09:53:24.530557Z
1.0,STARTUP,Semantix,2.0,ycombinator.com,https://www.ycombinator.com/companies/semantix,2026-09-15T09:53:24.530563Z
1.0,STARTUP,Plasticity,2.0,ycombinator.com,https://www.ycombinator.com/companies/plasticity,2026-09-15T09:53:24.530572Z
1.0,STARTUP,Spect,7.0,ycombinator.com,https://www.ycombinator.com/companies/spect,2026-09-15T09:53:24.530582Z
1.0,STARTUP,D-ID,27.0,ycombinator.com,https://www.ycombinator.com/companies/d-id,2026-09-15T09:53:24.530587Z
1.0,STARTUP,Percept.AI,7.0,ycombinator.com,https://www.ycombinator.com/companies/percept-ai,2026-09-15T09:53:24.530593Z
1.0,STARTUP,Sourceress,35.0,ycombinator.com,https://www.ycombinator.com/companies/sourceress,2026-09-15T09:53:24.530598Z
1.0,STARTUP,Opearlo,2.0,ycombinator.com,https://www.ycombinator.com/companies/opearlo,2026-09-15T09:53:24.530604Z
1.0,STARTUP,May Mobility,260.0,ycombinator.com,https://www.ycombinator.com/companies/may-mobility,2026-09-15T09:53:24.530609Z
1.0,STARTUP,Commissary Club (formerly 70 Million Jobs),2.0,ycombinator.com,https://www.ycombinator.com/companies/commissary-club,2026-09-15T09:53:24.530615Z
1.0,STARTUP,AssemblyAI,65.0,ycombinator.com,https://www.ycombinator.com/companies/assemblyai,2026-09-15T09:53:24.530620Z
1.0,STARTUP,Lyrebird,13.0,ycombinator.com,https://www.ycombinator.com/companies/lyrebird,2026-09-15T09:53:24.530629Z
1.0,STARTUP,Social Construct,17.0,ycombinator.com,https://www.ycombinator.com/companies/social-construct,2026-09-15T09:53:24.530653Z
1.0,STARTUP,10 By 10,5.0,ycombinator.com,https://www.ycombinator.com/companies/10-by-10,2026-09-15T09:53:24.530659Z
1.0,STARTUP,Thematic,20.0,ycombinator.com,https://www.ycombinator.com/companies/thematic,2026-09-15T09:53:24.530671Z
1.0,STARTUP,FollowUpThen,1.0,ycombinator.com,https://www.ycombinator.com/companies/followupthen,2026-09-15T09:53:24.530681Z
1.0,STARTUP,Proven Group,40.0,ycombinator.com,https://www.ycombinator.com/companies/proven-group,2026-09-15T09:53:24.530692Z
1.0,STARTUP,Precious,7.0,ycombinator.com,https://www.ycombinator.com/companies/precious,2026-09-15T09:53:24.530701Z
1.0,STARTUP,Spellbrush,30.0,ycombinator.com,https://www.ycombinator.com/companies/spellbrush,2026-09-15T09:53:24.530717Z
1.0,STARTUP,Jasper.ai,195.0,ycombinator.com,https://www.ycombinator.com/companies/jasper-ai,2026-09-15T09:53:24.530740Z
1.0,STARTUP,Assembly,25.0,ycombinator.com,https://www.ycombinator.com/companies/assembly-com,2026-09-15T09:53:24.530753Z
1.0,STARTUP,Fondo,80.0,ycombinator.com,https://www.ycombinator.com/companies/fondo,2026-09-15T09:53:24.530812Z
1.0,STARTUP,Macromoltek,14.0,ycombinator.com,https://www.ycombinator.com/companies/macromoltek,2026-09-15T09:53:24.530831Z
1.0,STARTUP,Promise,80.0,ycombinator.com,https://www.ycombinator.com/companies/promise,2026-09-15T09:53:24.530841Z
1.0,STARTUP,Persephone Biosciences,6.0,ycombinator.com,https://www.ycombinator.com/companies/persephone-biosciences,2026-09-15T09:53:24.530849Z
1.0,STARTUP,Reverie Labs,29.0,ycombinator.com,https://www.ycombinator.com/companies/reverie-labs,2026-09-15T09:53:24.530856Z
1.0,STARTUP,Nuvocargo,100.0,ycombinator.com,https://www.ycombinator.com/companies/nuvocargo,2026-09-15T09:53:24.530864Z
1.0,STARTUP,Edwin,14.0,ycombinator.com,https://www.ycombinator.com/companies/edwin,2026-09-15T09:53:24.530880Z
1.0,STARTUP,Cognition IP,12.0,ycombinator.com,https://www.ycombinator.com/companies/cognition-ip,2026-09-15T09:53:24.530888Z
1.0,STARTUP,Vathys,6.0,ycombinator.com,https://www.ycombinator.com/companies/vathys,2026-09-15T09:53:24.530896Z
1.0,STARTUP,Naborly,25.0,ycombinator.com,https://www.ycombinator.com/companies/naborly,2026-09-15T09:53:24.530908Z
1.0,STARTUP,Weekend (fmr. Volley),80.0,ycombinator.com,https://www.ycombinator.com/companies/weekend-fmr-volley,2026-09-15T09:53:24.530961Z
1.0,STARTUP,SharpestMinds,4.0,ycombinator.com,https://www.ycombinator.com/companies/sharpestminds,2026-09-15T09:53:24.530989Z
1.0,STARTUP,Tilt (f.k.a. Delphia),25.0,ycombinator.com,https://www.ycombinator.com/companies/tilt-fka-delphia,2026-09-15T09:53:24.531017Z
1.0,STARTUP,Orangewood Labs,40.0,ycombinator.com,https://www.ycombinator.com/companies/orangewood-labs,2026-09-15T09:53:24.531051Z
1.0,STARTUP,Memora Health,115.0,ycombinator.com,https://www.ycombinator.com/companies/memora-health,2026-09-15T09:53:24.531082Z
1.0,STARTUP,Point API,5.0,ycombinator.com,https://www.ycombinator.com/companies/point-api,2026-09-15T09:53:24.531097Z
1.0,STARTUP,Observe.AI,240.0,ycombinator.com,https://www.ycombinator.com/companies/observe-ai,2026-09-15T09:53:24.531110Z
1.0,STARTUP,Helloverify,600.0,ycombinator.com,https://www.ycombinator.com/companies/helloverify,2026-09-15T09:53:24.531122Z
1.0,STARTUP,Phiar,12.0,ycombinator.com,https://www.ycombinator.com/companies/phiar,2026-09-15T09:53:24.531138Z
1.0,STARTUP,OWNY,10.0,ycombinator.com,https://www.ycombinator.com/companies/owny,2026-09-15T09:53:24.531150Z
1.0,STARTUP,Within,128.0,ycombinator.com,https://www.ycombinator.com/companies/within,2026-09-15T09:53:24.531161Z
1.0,STARTUP,"numericcal, inc.",3.0,ycombinator.com,https://www.ycombinator.com/companies/numericcal-inc,2026-09-15T09:53:24.531173Z
1.0,STARTUP,Searchlight,20.0,ycombinator.com,https://www.ycombinator.com/companies/searchlight,2026-09-15T09:53:24.531191Z
1.0,STARTUP,Activeloop,15.0,ycombinator.com,https://www.ycombinator.com/companies/activeloop,2026-09-15T09:53:24.531203Z
1.0,STARTUP,Data Driven Bioscience,10.0,ycombinator.com,https://www.ycombinator.com/companies/data-driven-bioscience,2026-09-15T09:53:24.531214Z
1.0,STARTUP,Inscribe,35.0,ycombinator.com,https://www.ycombinator.com/companies/inscribe,2026-09-15T09:53:24.531225Z
1.0,STARTUP,JITX,18.0,ycombinator.com,https://www.ycombinator.com/companies/jitx,2026-09-15T09:53:24.531251Z
1.0,STARTUP,"AskMyClass, now Soundkins",2.0,ycombinator.com,https://www.ycombinator.com/companies/askmyclass-now-soundkins,2026-09-15T09:53:24.531261Z
1.0,STARTUP,Anima App,20.0,ycombinator.com,https://www.ycombinator.com/companies/anima-app,2026-09-15T09:53:24.531271Z
1.0,STARTUP,LabelFlow,6.0,ycombinator.com,https://www.ycombinator.com/companies/labelflow,2026-09-15T09:53:24.531286Z
1.0,STARTUP,Regology,60.0,ycombinator.com,https://www.ycombinator.com/companies/regology,2026-09-15T09:53:24.531301Z
1.0,STARTUP,Quickchat AI,7.0,ycombinator.com,https://www.ycombinator.com/companies/quickchat-ai,2026-09-15T09:53:24.531312Z
1.0,STARTUP,Rain Neuromorphics,12.0,ycombinator.com,https://www.ycombinator.com/companies/rain-neuromorphics,2026-09-15T09:53:24.531322Z
1.0,STARTUP,Alpha Vantage,8.0,ycombinator.com,https://www.ycombinator.com/companies/alpha-vantage,2026-09-15T09:53:24.531332Z
1.0,STARTUP,Prodigal,99.0,ycombinator.com,https://www.ycombinator.com/companies/prodigal,2026-09-15T09:53:24.531342Z
1.0,STARTUP,TENDERD,60.0,ycombinator.com,https://www.ycombinator.com/companies/tenderd,2026-09-15T09:53:24.531351Z
1.0,STARTUP,Eden,100.0,ycombinator.com,https://www.ycombinator.com/companies/eden-2,2026-09-15T09:53:24.531362Z
1.0,STARTUP,BrainHi,18.0,ycombinator.com,https://www.ycombinator.com/companies/brainhi,2026-09-15T09:53:24.531372Z
1.0,STARTUP,Mutiny,20.0,ycombinator.com,https://www.ycombinator.com/companies/mutiny,2026-09-15T09:53:24.531390Z
1.0,STARTUP,Synkrino Biotherapeutics,2.0,ycombinator.com,https://www.ycombinator.com/companies/synkrino-biotherapeutics,2026-09-15T09:53:24.531401Z
1.0,STARTUP,Leena AI,500.0,ycombinator.com,https://www.ycombinator.com/companies/leena-ai,2026-09-15T09:53:24.531411Z
1.0,STARTUP,SPATE,15.0,ycombinator.com,https://www.ycombinator.com/companies/spate,2026-09-15T09:53:24.531426Z
1.0,STARTUP,LemonBox,20.0,ycombinator.com,https://www.ycombinator.com/companies/lemonbox,2026-09-15T09:53:24.531437Z
1.0,STARTUP,iLabService,50.0,ycombinator.com,https://www.ycombinator.com/companies/ilabservice,2026-09-15T09:53:24.531447Z
1.0,STARTUP,Aesthetic,4.0,ycombinator.com,https://www.ycombinator.com/companies/aesthetic,2026-09-15T09:53:24.531457Z
1.0,STARTUP,Kunduz,85.0,ycombinator.com,https://www.ycombinator.com/companies/kunduz,2026-09-15T09:53:24.531471Z
1.0,STARTUP,Overview,40.0,ycombinator.com,https://www.ycombinator.com/companies/overview,2026-09-15T09:53:24.531486Z
1.0,STARTUP,Flockjay,10.0,ycombinator.com,https://www.ycombinator.com/companies/flockjay,2026-09-15T09:53:24.531496Z
1.0,STARTUP,AllSome Fulfillment,18.0,ycombinator.com,https://www.ycombinator.com/companies/allsome-fulfillment,2026-09-15T09:53:24.531511Z
1.0,STARTUP,Centaur,45.0,ycombinator.com,https://www.ycombinator.com/companies/centaur,2026-09-15T09:53:24.531521Z
1.0,STARTUP,Windsor,5.0,ycombinator.com,https://www.ycombinator.com/companies/windsor,2026-09-15T09:53:24.531530Z
1.0,STARTUP,Hatch,73.0,ycombinator.com,https://www.ycombinator.com/companies/hatch,2026-09-15T09:53:24.531539Z
1.0,STARTUP,BrainKey,20.0,ycombinator.com,https://www.ycombinator.com/companies/brainkey,2026-09-15T09:53:24.531549Z
1.0,STARTUP,Tailornova/Couturme,9.0,ycombinator.com,https://www.ycombinator.com/companies/tailornova-couturme,2026-09-15T09:53:24.531558Z
1.0,STARTUP,Community Phone Company,101.0,ycombinator.com,https://www.ycombinator.com/companies/community-phone-company,2026-09-15T09:53:24.531572Z
1.0,STARTUP,Sapling.ai,2.0,ycombinator.com,https://www.ycombinator.com/companies/sapling-ai,2026-09-15T09:53:24.531583Z
1.0,STARTUP,Demodesk,25.0,ycombinator.com,https://www.ycombinator.com/companies/demodesk,2026-09-15T09:53:24.531593Z
1.0,STARTUP,AI Insurance,16.0,ycombinator.com,https://www.ycombinator.com/companies/ai-insurance,2026-09-15T09:53:24.531603Z
1.0,STARTUP,ResistanceBio,15.0,ycombinator.com,https://www.ycombinator.com/companies/viosera-therapeutics,2026-09-15T09:53:24.531613Z
1.0,STARTUP,Evo.Do,2.0,ycombinator.com,https://www.ycombinator.com/companies/evo-do,2026-09-15T09:53:24.531623Z
1.0,STARTUP,Docucharm,2.0,ycombinator.com,https://www.ycombinator.com/companies/docucharm,2026-09-15T09:53:24.531633Z
1.0,STARTUP,Askdata,17.0,ycombinator.com,https://www.ycombinator.com/companies/askdata,2026-09-15T09:53:24.531648Z
1.0,STARTUP,Probably Genetic,17.0,ycombinator.com,https://www.ycombinator.com/companies/probably-genetic,2026-09-15T09:53:24.531667Z
1.0,STARTUP,Superorder,30.0,ycombinator.com,https://www.ycombinator.com/companies/superorder,2026-09-15T09:53:24.531677Z
1.0,STARTUP,Bunkerhill Health,30.0,ycombinator.com,https://www.ycombinator.com/companies/bunkerhill-health,2026-09-15T09:53:24.531687Z
1.0,STARTUP,Autodial prev Qwest,1.0,ycombinator.com,https://www.ycombinator.com/companies/autodial-prev-qwest,2026-09-15T09:53:24.531716Z
1.0,STARTUP,Hypnos,3.0,ycombinator.com,https://www.ycombinator.com/companies/hypnos,2026-09-15T09:53:24.531729Z
1.0,STARTUP,Superb AI,80.0,ycombinator.com,https://www.ycombinator.com/companies/superb-ai,2026-09-15T09:53:24.531740Z
1.0,STARTUP,Glide,46.0,ycombinator.com,https://www.ycombinator.com/companies/glide,2026-09-15T09:53:24.531753Z
1.0,STARTUP,Sublime Black,0.0,ycombinator.com,https://www.ycombinator.com/companies/sublime-black,2026-09-15T09:53:24.531771Z
1.0,STARTUP,Mars Auto,15.0,ycombinator.com,https://www.ycombinator.com/companies/mars-auto,2026-09-15T09:53:24.531784Z
1.0,STARTUP,Allure Systems,18.0,ycombinator.com,https://www.ycombinator.com/companies/allure-systems,2026-09-15T09:53:24.531797Z
1.0,STARTUP,Tailor-ED,10.0,ycombinator.com,https://www.ycombinator.com/companies/tailor-ed,2026-09-15T09:53:24.531808Z
1.0,STARTUP,"OutRival, Inc.",15.0,ycombinator.com,https://www.ycombinator.com/companies/outrival-inc,2026-09-15T09:53:24.531819Z
1.0,STARTUP,1910,20.0,ycombinator.com,https://www.ycombinator.com/companies/1910,2026-09-15T09:53:24.531830Z
1.0,STARTUP,Playground,3.0,ycombinator.com,https://www.ycombinator.com/companies/playground,2026-09-15T09:53:24.531842Z
1.0,STARTUP,Shiru,4.0,ycombinator.com,https://www.ycombinator.com/companies/shiru,2026-09-15T09:53:24.531854Z
1.0,STARTUP,Figments,2.0,ycombinator.com,https://www.ycombinator.com/companies/figments,2026-09-15T09:53:24.531877Z
1.0,STARTUP,Palifer,2.0,ycombinator.com,https://www.ycombinator.com/companies/palifer,2026-09-15T09:53:24.531904Z
1.0,STARTUP,Symplex,8.0,ycombinator.com,https://www.ycombinator.com/companies/symplex,2026-09-15T09:53:24.531915Z
1.0,STARTUP,Kraftful,6.0,ycombinator.com,https://www.ycombinator.com/companies/kraftful,2026-09-15T09:53:24.531925Z
1.0,STARTUP,Well Principled,3.0,ycombinator.com,https://www.ycombinator.com/companies/well-principled,2026-09-15T09:53:24.531935Z
1.0,STARTUP,Soteris,4.0,ycombinator.com,https://www.ycombinator.com/companies/soteris,2026-09-15T09:53:24.531944Z
1.0,STARTUP,Lantern,4.0,ycombinator.com,https://www.ycombinator.com/companies/lantern,2026-09-15T09:53:24.531954Z
1.0,STARTUP,Prolific,180.0,ycombinator.com,https://www.ycombinator.com/companies/prolific,2026-09-15T09:53:24.531964Z
1.0,STARTUP,GEn1E Lifesciences,,ycombinator.com,https://www.ycombinator.com/companies/gen1e-lifesciences,2026-09-15T09:53:24.531979Z
1.0,STARTUP,Embrace,62.0,ycombinator.com,https://www.ycombinator.com/companies/embrace,2026-09-15T09:53:24.531989Z
1.0,STARTUP,Yummy Future,7.0,ycombinator.com,https://www.ycombinator.com/companies/yummy-future,2026-09-15T09:53:24.532000Z
1.0,STARTUP,ZETA SURGICAL,,ycombinator.com,https://www.ycombinator.com/companies/zeta-surgical,2026-09-15T09:53:24.532010Z
1.0,STARTUP,Milo,4.0,ycombinator.com,https://www.ycombinator.com/companies/milo,2026-09-15T09:53:24.532024Z
1.0,STARTUP,Rosebud AI,10.0,ycombinator.com,https://www.ycombinator.com/companies/rosebud-ai,2026-09-15T09:53:24.532037Z
1.0,STARTUP,EARTH AI,12.0,ycombinator.com,https://www.ycombinator.com/companies/earth-ai,2026-09-15T09:53:24.532047Z
1.0,STARTUP,Tensil,2.0,ycombinator.com,https://www.ycombinator.com/companies/tensil,2026-09-15T09:53:24.532057Z
1.0,STARTUP,Vahan,85.0,ycombinator.com,https://www.ycombinator.com/companies/vahan,2026-09-15T09:53:24.532074Z
1.0,STARTUP,Finlens,6.0,ycombinator.com,https://www.ycombinator.com/companies/finlens,2026-09-15T09:53:24.532085Z
1.0,STARTUP,Ramen VR,15.0,ycombinator.com,https://www.ycombinator.com/companies/ramen-vr,2026-09-15T09:53:24.532095Z
1.0,STARTUP,Hightouch,200.0,ycombinator.com,https://www.ycombinator.com/companies/hightouch,2026-09-15T09:53:24.532105Z
