schemaVersion,recordType,title,authors,paper_url,github_url,github_stars,published_date,source_name,collectedAt
1.0,RESEARCH_PAPER,Deep Learning Approaches for Pneumonia Detection and Analysis with XAI,Zeynep Bolukbasi; Hilal Yurtoglu; Emin Kugu; H. Çukurtepe,https://www.semanticscholar.org/paper/0000f7b97914da30c259a1d2acc1903371d7cfde,,,2026-02-05T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342411Z
1.0,RESEARCH_PAPER,Design of Vocal Music Teaching System Platform for Music Majors Based on Artificial Intelligence,Xiaoxia Wang,https://www.semanticscholar.org/paper/00011146c48e52a8447773b714a8432cda04020a,,,2022-05-18T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342427Z
1.0,RESEARCH_PAPER,Why AI Projects in Banks Fail Without the Right Infrastructure Modernization,S. Kumari,https://www.semanticscholar.org/paper/00011b6a4ce0a7de7e4cf5b18b1b131ef4a4c103,,,2026-01-05T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342441Z
1.0,RESEARCH_PAPER,Exploring Bias Analysis on Judicial Data using Machine Learning Techniques,B. Silva; Márjory Da Costa-Abreu,https://www.semanticscholar.org/paper/00014314b1944a1f88395518466dd27dbd1e6597,,,2022-06-07T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342456Z
1.0,RESEARCH_PAPER,Machine Learning‐Based Prediction of Immunomodulatory Properties of Polymers: Toward a Faster and Easier Development of Anti‐Inflammatory Biomaterials,A. Akkache; Lisa Clavier; O. Mezhenskyi; Kateryna Andriienkova; Thibaut Soubrié; P. Lavalle; N. Vrana; Varvara Gribova,https://www.semanticscholar.org/paper/00017dccee63f60b8af0acb7d08831b29bc4e3a6,,,2024-01-08T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342471Z
1.0,RESEARCH_PAPER,ANALYSIS OF THE ISSUES OF INCREASING THE EFFICIENCY OF PROJECT ACTIVITIES AT ENTERPRISES OF THE MILITARY-INDUSTRIAL COMPLEX,Nikolay D. Pechalin,https://www.semanticscholar.org/paper/0001931ef8b884020ae20008ca570e4507a7649e,,,,semanticscholar.org,2026-09-15T07:29:27.342488Z
1.0,RESEARCH_PAPER,Reply to: Correction to external evaluation of a commercial artificial intelligence-augmented digital auscultation platform in valvular heart disease detection using echocardiography as reference standard.,Valentina Roquemen-Echeverri; Peter G. Jacobs; E. Shalen; Peter M Schulman; S. Heitner; Q. Denfeld; B. Wilson; John Halvorson; Daniel Scott; Tomás Londoño-Murillo; Clara M. Mosquera-Lopez,https://www.semanticscholar.org/paper/0001bef437ce6415a32933c7aaf57366fb52762a,,,2025-04-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342503Z
1.0,RESEARCH_PAPER,Neuroanniversary 2019,P. Eling,https://www.semanticscholar.org/paper/0001d8a60a756b626abd19a1966dfd8bb55893e7,,,2019-01-02T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342526Z
1.0,RESEARCH_PAPER,Corneal Biomechanical Assessment with Ultra-High-Speed Scheimpflug Imaging During Non-Contact Tonometry: A Prospective Review,P. Baptista; R. Ambrósio; Luís Oliveira; P. Menéres; João N. M. Beirão,https://www.semanticscholar.org/paper/0001f3b4aa4e0f7e60a5a3a966261a6a7ba77bc3,,,2021-04-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342542Z
1.0,RESEARCH_PAPER,"Remembering to forget: A Competence-Perserving Deletion Policy for CBR systems. (To appear in Proceedings of the Thirteenth InternationalJoint Conference on Artificial Intelligence, Montreal, Canada.)",Barry Smyth; Mark T. Keane,https://www.semanticscholar.org/paper/000200a3a55f5a5d9c6a05db8b158aa921cce40d,,,1994-12-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342554Z
1.0,RESEARCH_PAPER,The economic value of America’s beaches,James R. Houston,https://www.semanticscholar.org/paper/000256e6f70339721aed4b432815e339f84b87cf,,,2024-04-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342571Z
1.0,RESEARCH_PAPER,[Translated article] Management of Spinal Deformities Caused by Osteoporotic Vertebral Fractures.,Charles Mengis; N. Plais; F. Moreno; G. Cózar; Félix Tomé-Bermejo; L. Alvarez-Galovich,https://www.semanticscholar.org/paper/00029b004cb9e422d956f42417b387ec2aa0e5bf,,,2024-10-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342591Z
1.0,RESEARCH_PAPER,Smart Shopping Cart for Visually Impaired Individuals,Vikram Shete; Ariz Shaikh; Rhea Sawant; Chetna Singh; S. P; H. R,https://www.semanticscholar.org/paper/0002ae1c2f2e7499ef7306eacfc3bd2269770612,,,2022-08-04T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342607Z
1.0,RESEARCH_PAPER,"Review of fruit sourness: Formation mechanisms, characterization and regulation approaches, and potential applications of artificial intelligence technologies",Guanlin Qian; Yafei Wang; Miao Yan; Naizhu Liu; Zhenshan Hou; Huanyu Wang; Song Pan; Yitong Qiao; Yifei Lv; Yunting Li; Bin Li; Rodrigo Quintana; Guang Xin,https://www.semanticscholar.org/paper/0002c17d58ee6989a50bbe078ccd4faf869c50e5,,,2026-10-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342623Z
1.0,RESEARCH_PAPER,Applications And Challenges Of Ai-enabled Human Resource Management,Yong Chen; Gordana Dobrijević,https://www.semanticscholar.org/paper/0002c7fc83175fe5d937011cefd7a1f31394bdeb,,,,semanticscholar.org,2026-09-15T07:29:27.342641Z
1.0,RESEARCH_PAPER,Artificial Intelligence Tools for Suicide Prevention in Adolescents and Young Adults,Mayank Gupta; D. Ramar; Rekha Vijayan; Nihit Gupta,https://www.semanticscholar.org/paper/0002eee8b8328c0df9de5fc84631f2083fa71086,,,2022-04-08T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342657Z
1.0,RESEARCH_PAPER,"Monitoring and Evaluation in International Development: Foundations, Tools, and Emerging Practices",A. Kazanskaia,https://www.semanticscholar.org/paper/000370e490f7eee1a431353a87131eb7103477ff,,,,semanticscholar.org,2026-09-15T07:29:27.342670Z
1.0,RESEARCH_PAPER,Artificial Intelligence and Endoscopist Diagnostic Agreement as a Framework for Colorectal Polyp Optical Diagnosis Implementation.,M. Oleksiw; R. Djinbachian; D. Rex; C. Hassan; Heiko Pohl; D. von Renteln,https://www.semanticscholar.org/paper/000389ab9f1d01978d98a0b13c61361bf22c6f87,,,2025-05-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342683Z
1.0,RESEARCH_PAPER,Research on the Training Mode of Artificial Intelligence Applied Talents in Higher Vocational Institute,Jing Wang,https://www.semanticscholar.org/paper/0003d88d60eb0f6aa24e3cd04a2e066118d8681e,,,2021-05-20T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342695Z
1.0,RESEARCH_PAPER,Implementation of a Convolutional Neural Network Using Artificial Intelligence for Facial Recognition and Automated Attendance Recording in a Workplace Environment,Isabel García-Vásquez; Eduardo Vásquez-Sánchez; Yakdiel Rodriguez-Gallo,https://www.semanticscholar.org/paper/0003fa20e0e737ee4479023c3befaaff7172a7b7,,,2024-09-24T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342718Z
1.0,RESEARCH_PAPER,Assessing Air-Interface Dataset Similarity and Diversity for AI-Enabled Wireless Communications,Hanning Tang; Liusha Yang; Rui Zhou; Jing Liang; Hong Wei; Xuan Wang; Qingjiang Shi; Zhi-Quan Luo,https://www.semanticscholar.org/paper/00041a89d06c5f5e7a4a95f1a33f7b9db7f5c12f,,,2024-06-09T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342742Z
1.0,RESEARCH_PAPER,Performance Improvement of Heterogenous Wireless Sensor Network Using Self Organizing Feature Map (SOFM) Neural Network,Mohit Mittal; Krishan Kumar,https://www.semanticscholar.org/paper/00041d6e07f7e93ea71345e85180a67350ef0230,,,2014-03-30T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342790Z
1.0,RESEARCH_PAPER,Research on the Innovation of Art Design Products Based on the Concept of “AI” Boundary,Yong-Hui Lin,https://www.semanticscholar.org/paper/00043b84a4ffb1b7a328f3cf3876cf1b318dba39,,,2020-06-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342823Z
1.0,RESEARCH_PAPER,At the Confluence of Artificial Intelligence and Edge Computing in IoT-Based Applications: A Review and New Perspectives,Amira Bourechak; Ouarda Zedadra; M. N. Kouahla; Antonio Guerrieri; Hamid Seridi; G. Fortino,https://www.semanticscholar.org/paper/00044a527a0642b08f385cda845331f0fc8cbbfd,,,2023-02-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342861Z
1.0,RESEARCH_PAPER,AI-Optimized Quantum Key Distribution for Satellite-to-Ground Cybersecurity,Kunwar Singh Vaisla; Kunwar Singh Vaisla,https://www.semanticscholar.org/paper/00045670dff5a07de0abf3e495e0625e343ba37c,,,2025-12-29T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342892Z
1.0,RESEARCH_PAPER,SISTEM PAKAR ANALISA KERUSAKAN PADA SEPEDA MOTOR TRANSMISI AUTOMATIC DENGAN METODE BACKWARD CHAINING (Studi Kasus: Yamaha Mio),Imron Imron,https://www.semanticscholar.org/paper/00045c475072790ce9131d27a2552e7cbfc05b44,,,2017-02-14T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342923Z
1.0,RESEARCH_PAPER,AMD Instinct MI300X: A Generative AI Accelerator and Platform Architecture,Alan Smith; V. Alla,https://www.semanticscholar.org/paper/00047d65de10100f2383698f4cfbf664cd755dea,,,2025-05-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.342991Z
1.0,RESEARCH_PAPER,Artificial Intelligence and Information Literacy: Hazards and Opportunities,Michael Flierl,https://www.semanticscholar.org/paper/000485ccd16213bb085d74f4f1fec4ba7240b8c7,,,,semanticscholar.org,2026-09-15T07:29:27.343021Z
1.0,RESEARCH_PAPER,THE ROLE OF ARTIFICIAL INTELLIGENCE IN SHAPING PERSONAL COMMUNICATION CULTURE,S. Normatov,https://www.semanticscholar.org/paper/000494514a9594043888004fe540566a97f98687,,,2026-04-17T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.343047Z
1.0,RESEARCH_PAPER,Concept Maps as Facilitative Tools in Schools and Corporations,Jasmine Novak,https://www.semanticscholar.org/paper/0004b59f49bbba0e194e88a2fdea25c5c322c2f5,,,,semanticscholar.org,2026-09-15T07:29:27.343232Z
1.0,RESEARCH_PAPER,XAI_MLPCNN: A Novel Explainable AI-Based DeepLearning Framework for Stress Identifi cation,Fateh Bahadur Kunwar; R. Yadav; Hitendra Singh; N. Tripathi,https://www.semanticscholar.org/paper/0004bbb8722a20d093b5537997132dbd0cacd0ae,,,2025-05-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.343283Z
1.0,RESEARCH_PAPER,"Transformative Impact of Artificial Intelligence on Higher Education: A Comprehensive Analysis of Pedagogical Innovation, Institutional Transformation, and Future Learning Ecosystems",N. Khan; M. Ahmad; Mobin Akhtar; S. Rajeyyagari; Ahmad Masih Uddin Siddiqi,https://www.semanticscholar.org/paper/0004bed363c2a01146b518bca5bc3a32fa47333d,,,,semanticscholar.org,2026-09-15T07:29:27.343325Z
1.0,RESEARCH_PAPER,[Delivering with Intelligence: Integrating Artificial Intelligence into Intrapartum Ultrasound].,M. Oberman; E. Vaisbuch; A. Kandel; I. Avrahami; A. Ben‐Arie; Roni Levy,https://www.semanticscholar.org/paper/0004dc52be3d88442e2af7399bc73b1e554122d7,,,2026-02-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.343446Z
1.0,RESEARCH_PAPER,Research Progress of Generative Artificial Intelligence in Secondary School Chemistry Teaching,B. Jiang,https://www.semanticscholar.org/paper/0005083d2f5e4d264e4992f3fc00ded3237d4e63,,,2026-02-28T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.343613Z
1.0,RESEARCH_PAPER,Plastic waste recycling: existing Indian scenario and future opportunities,R. Shanker; D. Khan; R. Hossain; M. Islam; K. Locock; A. Ghose; V. Sahajwalla; H. Schandl; R. Dhodapkar,https://www.semanticscholar.org/paper/000523657fe1a5879d72c099f619ea0de4424bff,,,2022-04-02T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.343761Z
1.0,RESEARCH_PAPER,Introduction to the Special Section on Big Data and Artificial Intelligence for Network Technologies,Jie Li; Jinsong Wu; Bin Hu; Chonggang Wang; M. Daneshmand; R. Malekian,https://www.semanticscholar.org/paper/000559ddec47a6e2f1b06829d1b1c2f73270b55f,,,2020-01-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.343805Z
1.0,RESEARCH_PAPER,Challenges Faced During Implementation of Digital Twin in Construction Project Monitoring,M. Dhayanand; A. Bharath; P. A. Prabakaran; U. Sindhu Vaardhini,https://www.semanticscholar.org/paper/0005652ac7e1bed2163fa6815bb38172fae80525,,,2023-12-31T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.343840Z
1.0,RESEARCH_PAPER,Remote sensing intelligent interpretation for geology: from perspective of geological exploration,Fitria Helmiza,https://www.semanticscholar.org/paper/0005bdd13947f78a673515a9b5b77ce75f815ca8,,,2025-01-29T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.343871Z
1.0,RESEARCH_PAPER,The Knowledge Structure and Development Trend in Artificial Intelligence Based on Latent Feature Topic Model,Yunmei Liu; Min Chen,https://www.semanticscholar.org/paper/0005d4cfc0f5dd2ce444ab5373cd172f03e6a320,,,,semanticscholar.org,2026-09-15T07:29:27.343900Z
1.0,RESEARCH_PAPER,Law and Regulation of Artificial Intelligence in India—Advantages and Pitfalls,Sunitha Kanipakam,https://www.semanticscholar.org/paper/0005ec4203caf35412ad2780e7d02f966fc31a21,,,2019-12-27T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.343927Z
1.0,RESEARCH_PAPER,Quantum-Ready Education: Preparing Students for Post-Quantum Computing Societies,Wai Yie Leong,https://www.semanticscholar.org/paper/0005f2983b3eaa83ea610be3bf40e7158b38552f,,,2026-03-27T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.343955Z
1.0,RESEARCH_PAPER,Technology trends in strategic management in the AI era: Systematic literature review,Wael Alhyasat; E. Alhyasat; S. Khattab,https://www.semanticscholar.org/paper/00060f109d375b995fda6370a17481cdff4e4fdf,,,2025-02-24T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.343994Z
1.0,RESEARCH_PAPER,A distribution-aware and functionally relevant novel framework for generation and discovery of bioactive peptides,Rachit Abhigyan; Vikas Sood; Pooja Arora; Baljeet Kaur,https://www.semanticscholar.org/paper/00061b28ab8eb57c8e89c7983506da93abf1a836,,,2026-08-09T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344028Z
1.0,RESEARCH_PAPER,Artificial intelligence and machine learning in cardiotocography: A scoping review.,J. L. Aeberhard; A. Radan; R. Delgado-Gonzalo; K. Strahm; Halla Sigurthorsdottir; S. Schneider; D. Surbek,https://www.semanticscholar.org/paper/00061f6bd4062126de51de0907a6441395a11610,,,2022-12-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344060Z
1.0,RESEARCH_PAPER,Automated War Gaming as a Technique for Exploring Strategic Command and Control Issues,P. Davis; P. Stan; Bruce W. Bennett,https://www.semanticscholar.org/paper/0006214247954fe534999a2c245ba277f3bf4c18,,,,semanticscholar.org,2026-09-15T07:29:27.344094Z
1.0,RESEARCH_PAPER,Voice-Controlled Intelligent Personal Assistants in Health Care: International Delphi Study,Alena Ermolina; V. Tiberius,https://www.semanticscholar.org/paper/0006350033ebe684682a0d301d4561cd401e9eae,,,2020-10-27T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344127Z
1.0,RESEARCH_PAPER,Human–AI Co-Regulation in Adaptive Learning: Developing GPT-Supported Self-Regulated Learning Models,MUH. Husein Baysha; Anik Ghufron; H. D. Surjono; E. Astuti; Ridho Frihastama; Faridatul Helmi; F. I. Sangkop,https://www.semanticscholar.org/paper/00064518a5040c1d003c0ac49c410b644e13ad2b,,,2026-07-27T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344163Z
1.0,RESEARCH_PAPER,Approaching beyond reality to connect realism in the library,Tanmay De Sarkar,https://www.semanticscholar.org/paper/00064ffda378a2a9168fc3d51c19dcecd00885c4,,,2024-10-14T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344192Z
1.0,RESEARCH_PAPER,Legal Entanglement,Nicholas Godfrey; Ted Sichelman,https://www.semanticscholar.org/paper/00067f4740054e11900fabc900fd5c469e9fb0e5,,,2025-11-06T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344223Z
1.0,RESEARCH_PAPER,Videojuego con sistema inteligente de aprendizaje por refuerzo profundo,Daniel V. Fernández Pérez,https://www.semanticscholar.org/paper/0006aad39b35ca1ca15c34db00057477326d10a1,,,,semanticscholar.org,2026-09-15T07:29:27.344248Z
1.0,RESEARCH_PAPER,"Risk- Based Validation of Software, Automation and Artificial intelligence in Pharmaceuticals",S. Sonawane; M. D. Baviskar,https://www.semanticscholar.org/paper/0006d0ffd36796c07f6bd3fdebc0cc9579b27b04,,,2025-12-30T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344277Z
1.0,RESEARCH_PAPER,Recurrent neural networks made of magnetic tunnel junctions,Q. Zheng; Xiaorui Zhu; Yuanyuan Mi; Zhe Yuan; Ke Xia,https://www.semanticscholar.org/paper/00070f08ecb1f0d4768fb9bf014651226f1b974e,,,2019-12-18T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344310Z
1.0,RESEARCH_PAPER,Large Language and Vision Assistant in Dermatology: A Game Changer or Just Hype?,Polat Goktas; D. Gülseren; A. Tobin,https://www.semanticscholar.org/paper/00072685f1221b6bb51b45c4d51c7ada3287350d,,,2024-04-04T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344341Z
1.0,RESEARCH_PAPER,ChatGPT and Artificial Intelligence in Transplantation Research: Is It Always Correct?,B. Rawashdeh; Joohyun Kim; S. AlRyalat; Raj Prasad; Matthew Cooper,https://www.semanticscholar.org/paper/0007296308bf0ea5f03ba0771607a12b21e78ff0,,,2023-07-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344381Z
1.0,RESEARCH_PAPER,Using a model to generate reconfiguration plans at runtime,Marco Eugênio Madeira Di Beneditto; C. Werner,https://www.semanticscholar.org/paper/0007298acab29ae87dab25d3dd05435c15662a3f,,,2014-06-27T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344408Z
1.0,RESEARCH_PAPER,The Role of Artificial Intelligence in Shaping the Doctor–Patient Relationship: A Narrative Review,E. M. Merlo; Giorgio Sparacino; Orlando Silvestro; Maria Laura Giacobello; Alessandro Meduri; M. Casciaro; S. Gangemi; Gabriella Martino,https://www.semanticscholar.org/paper/00073934a96745c4f1134734c56ac4ad96ad8d1b,,,2026-02-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344450Z
1.0,RESEARCH_PAPER,Innovation and Governance of Corporate Social Responsibility in the Digital and Intelligent Era,Zhen Yang; Jin Chen,https://www.semanticscholar.org/paper/000744aac817dc5ed056920cab5ad4155236d044,,,2020-12-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344476Z
1.0,RESEARCH_PAPER,News,Antonio Krüger,https://www.semanticscholar.org/paper/00075b6719540585dbd85057d11f114594c36f73,,,1897-09-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344547Z
1.0,RESEARCH_PAPER,A review of AI-based radiomics and computational pathology approaches in triple-negative breast cancer: current applications and perspectives,Germán Corredor; Satvika Bharadwaj; T. Pathak; V. Viswanathan; P. Toro; A. Madabhushi,https://www.semanticscholar.org/paper/0007844a5bc0e0941b1f14b8bc9967a91e1db4fb,,,2023-06-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344584Z
1.0,RESEARCH_PAPER,TopBP1 orchestrates PU.1–IRF8 transcriptional programming of dendritic cell differentiation and Flt3L-driven tumor immunity,Min-Suk Cha; Myeong-Ho Kang; Jinjoo Lee; JungHyub Hong; Yumin Jeong; Yoe-Sik Bae; Ho Lee; Seok-Hee Park; Yong-Soo Bae,https://www.semanticscholar.org/paper/000795587619ce2820c123c49c4a583a60c595a7,,,2026-05-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344623Z
1.0,RESEARCH_PAPER,A Deep Reinforcement Learning Approach for Autonomous Guidewire Navigation in Vascular Interventional Surgery,Chong Yang; Shu-Xiang Guo; Haoyu Xie; Weihao Wu; Sihan Gao; Chun-Ying Li; Yuding Zhou,https://www.semanticscholar.org/paper/000797b1ca73b2131a7d4329beb8d30ea1c8a0f9,,,2025-08-03T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344655Z
1.0,RESEARCH_PAPER,[On the shoulders of Chatbots: academic writing and artificial intelligence.],Davide Bennato,https://www.semanticscholar.org/paper/000799b076cb37c79955a791a8a6798689a621ff,,,2026-02-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344682Z
1.0,RESEARCH_PAPER,"Interpreting AI-Generated Art: Arthur Danto’s Perspective on Intention, Authorship, and Creative Traditions in the Age of Artificial Intelligence",Raquel Cascales,https://www.semanticscholar.org/paper/0007a0ddf5af3deb59ae83a5fad407b4071764d6,,,,semanticscholar.org,2026-09-15T07:29:27.344708Z
1.0,RESEARCH_PAPER,Distributional stochastic Planner‐Actor‐Critic for deformable image registration,Jianing Du; Qing Chang; Li Lian,https://www.semanticscholar.org/paper/0007d835b4388996713c974087f8908dde05ebca,,,2024-05-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344739Z
1.0,RESEARCH_PAPER,The Machine Prediction of the Mutual Trade between the PRC and the Czech Republic in the Global Extraordinary Situation,J. Horák; J. Kucera,https://www.semanticscholar.org/paper/0007e9912276fe176ecca94a91fd1828059c2017,,,,semanticscholar.org,2026-09-15T07:29:27.344769Z
1.0,RESEARCH_PAPER,Intelligent remote teleoperation,K. Brady; T.-J. Tam,https://www.semanticscholar.org/paper/0008021617985d6472db45469e682f4396003497,,,1999-08-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344795Z
1.0,RESEARCH_PAPER,Characterization of Objects based on the Polarization Tensor: Nature versus Artificial Intelligence,Taufiq Khairi Ahmad khairuddin; N. M. Yunos; Suzarina Sukri,https://www.semanticscholar.org/paper/000811d9059d16868f939a528fffcf1792ea5aa7,,,2021-02-01T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344823Z
1.0,RESEARCH_PAPER,Socially intelligent robots: dimensions of human–robot interaction,K. Dautenhahn,https://www.semanticscholar.org/paper/0008a082e953c180482e38fb7fc40220d598a099,,,2007-04-29T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344851Z
1.0,RESEARCH_PAPER,A Review on the Detection of Plant Disease Using Machine Learning and Deep Learning Approaches,Thandiwe Nyawose; Rito Clifford Maswanganyi; Philani Khumalo,https://www.semanticscholar.org/paper/0008a42052d972b58111105e098d95662b1bb81d,,,2025-09-23T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344882Z
1.0,RESEARCH_PAPER,Analysis of Influencing Factors of PM2.5 Concentration and Design of a Pollutant Diffusion Model Based on an Artificial Neural Network in the Environment of the Internet of Vehicles,Su-Min Li; Xiuqin Pan; Qian Li,https://www.semanticscholar.org/paper/0008b77bbac08f161ae5bc1f3663ae21f68b4ac0,,,2021-07-08T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344934Z
1.0,RESEARCH_PAPER,A Chitchat on Using ChatGPT for Cheating,S. S. Tirumala; C. Mayhew,https://www.semanticscholar.org/paper/0008cd09c0449451b9e6e6de35c29009f0883cd9,,,2024-07-24T00:00:00Z,semanticscholar.org,2026-09-15T07:29:27.344969Z
